amount,transaction_hour,distance_from_usual_location,device_risk_score,location_risk_score,previous_failed_transactions,previous_fraud_history,recent_transaction_count,account_age_days,merchant_category,payment_method,is_fraud
189.34,15,23.27,0.02,0.511,0,0,4,1616,grocery,netbanking,0
862.84,6,189.65,0.111,0.036,1,0,4,29,electronics,card,0
3971.27,22,75.07,0.245,0.677,0,0,4,1603,grocery,card,0
162.43,18,66.79,0.726,0.936,1,0,2,965,fashion,card,1
305.06,22,33.74,0.776,0.907,0,0,2,1901,gaming,netbanking,0
390.71,12,7.42,0.565,0.206,2,0,2,1212,electronics,card,0
1029.35,22,87.82,0.255,0.743,0,0,3,779,gaming,card,0
760.73,0,99.3,0.522,0.793,1,0,3,410,travel,card,0
4443.23,6,177.7,0.015,0.864,1,0,6,1899,gaming,card,0
2847.93,0,67.95,0.682,0.26,0,0,6,328,electronics,netbanking,0
1799.52,16,83.33,0.614,0.451,1,0,3,189,gaming,netbanking,1
1268.55,12,96.2,0.022,0.222,0,0,3,281,grocery,netbanking,0
1624.95,6,69.53,0.817,0.024,2,0,4,1107,electronics,netbanking,0
463.13,7,33.52,0.763,0.659,0,0,5,576,electronics,card,0
2584.3,15,63.79,0.308,0.431,0,0,5,1165,grocery,netbanking,0
360.67,4,16.17,0.635,0.248,1,0,3,1648,gaming,card,0
2528.49,12,15.17,0.601,0.847,0,0,2,589,electronics,netbanking,0
3590.84,14,225.58,0.143,0.496,1,0,5,65,travel,upi,0
1354.06,5,16.91,0.193,0.995,2,0,2,724,grocery,card,0
919.46,5,48.62,0.683,0.793,0,0,6,1208,fashion,upi,0
1636.49,8,48.33,0.934,0.869,0,0,5,1459,grocery,upi,0
62.71,14,61.73,0.576,0.773,1,0,3,145,electronics,netbanking,0
1483.65,6,289.21,0.568,0.106,1,0,4,1758,gaming,upi,0
979.11,9,22.87,0.647,0.065,0,0,2,1190,gaming,card,0
1042.49,13,3.09,0.441,0.915,1,0,6,968,grocery,card,0
2222.82,4,34.54,0.054,0.138,1,0,3,511,fashion,upi,0
1017.63,13,35.6,0.397,0.391,0,0,1,1917,fashion,card,0
350.65,3,11.2,0.9,0.61,0,0,6,323,gaming,upi,0
952.03,3,1.87,0.805,0.212,0,0,3,903,electronics,netbanking,0
1173.28,5,25.88,0.927,0.225,1,0,4,937,electronics,netbanking,0
1230.2,6,69.25,0.153,0.466,0,0,3,1098,electronics,upi,0
1289.38,0,1.89,0.506,0.361,0,0,5,469,travel,card,0
3100.66,23,39.58,0.585,0.677,2,0,5,1887,fashion,upi,0
370.17,7,46.55,0.21,0.075,1,0,2,762,grocery,card,0
1307.28,19,168.89,0.201,0.489,0,0,1,1427,grocery,netbanking,0
3983.55,21,180.07,0.782,0.174,1,0,6,1269,grocery,card,0
193.52,19,115.14,0.672,0.607,2,0,4,413,electronics,card,0
1312.44,19,37.75,0.647,0.116,1,0,4,1873,travel,upi,0
610.71,2,21.89,0.267,0.198,1,0,3,925,electronics,upi,1
756.94,8,30.83,0.507,0.804,1,0,7,1239,gaming,upi,0
443.72,17,44.9,0.023,0.235,2,0,6,1295,fashion,upi,1
925.61,13,97.24,0.13,0.737,1,0,5,1019,grocery,upi,0
6913.67,0,69.76,0.518,0.273,1,0,3,1279,gaming,upi,0
309.69,13,1.93,0.31,0.235,2,0,4,1118,fashion,card,0
340.49,19,63.83,0.966,0.299,0,0,2,1483,gaming,upi,0
298.29,19,127.9,0.471,0.881,1,0,2,949,fashion,card,0
6169.78,9,195.24,0.084,0.397,0,0,2,1626,fashion,card,0
690.67,5,5.49,0.018,0.244,1,0,5,1129,travel,upi,0
1068.87,7,424.78,0.725,0.537,0,0,5,1997,fashion,netbanking,0
733.05,7,61.7,0.172,0.386,1,0,5,1144,fashion,card,0
426.48,8,5.75,0.188,0.79,0,0,4,1184,gaming,upi,0
866.84,7,103.5,0.424,0.99,0,0,5,989,travel,netbanking,0
12813.36,10,159.22,0.264,0.527,0,0,5,800,fashion,netbanking,0
4411.95,0,28.71,0.617,0.452,0,0,4,1578,gaming,netbanking,0
467.34,6,20.81,0.486,0.343,0,0,2,1272,fashion,upi,0
2095.56,7,33.94,0.111,0.973,0,0,3,787,fashion,card,0
477.46,3,76.28,0.785,0.483,3,0,3,1615,grocery,upi,1
185.61,21,27.86,0.426,0.178,2,0,7,226,gaming,upi,0
3039.69,16,9.02,0.611,0.969,1,0,8,133,gaming,upi,0
3498.51,21,37.89,0.004,0.961,0,0,5,1289,electronics,card,0
3121.45,13,25.6,0.626,0.436,0,0,9,921,gaming,netbanking,0
685.49,2,64.36,0.283,0.348,0,0,3,1594,gaming,netbanking,0
928.18,21,134.13,0.494,0.68,0,0,8,1331,electronics,card,0
2321.03,10,41.83,0.298,0.829,1,0,2,1562,gaming,upi,0
1622.13,16,184.53,0.996,0.499,0,0,3,538,travel,card,0
739.79,9,85.0,0.231,0.331,0,0,5,511,grocery,card,0
217.22,11,51.97,0.913,0.301,1,0,6,510,grocery,netbanking,0
1228.9,11,96.84,0.918,0.327,0,0,1,1297,travel,netbanking,0
3226.04,6,136.09,0.421,0.118,2,0,7,1351,travel,upi,0
331.1,13,81.91,0.304,0.779,1,0,4,1997,gaming,card,0
2077.17,17,7.99,0.381,0.105,2,0,6,441,travel,netbanking,0
1527.74,0,2.3,0.989,0.398,0,0,2,218,electronics,card,0
2321.92,3,128.2,0.619,0.835,1,0,5,1916,electronics,upi,0
2622.74,20,8.88,0.545,0.404,0,0,7,1050,travel,card,0
547.59,13,62.23,0.036,0.295,2,0,5,739,electronics,netbanking,0
217.68,23,7.94,0.848,0.948,1,1,0,617,fashion,upi,1
643.22,14,195.55,0.084,0.127,1,0,7,1768,grocery,netbanking,0
2668.11,15,31.21,0.047,0.885,0,0,4,1584,gaming,card,0
637.78,21,79.84,0.275,0.062,1,0,4,358,electronics,upi,0
547.83,15,22.92,0.476,0.414,1,0,7,656,grocery,netbanking,0
177.44,7,59.57,0.895,0.632,1,0,3,1741,gaming,upi,0
6327.42,12,1.38,0.79,0.37,2,0,3,1469,electronics,upi,1
2504.17,5,23.9,0.198,0.535,0,0,6,1632,fashion,netbanking,0
2368.22,8,108.51,0.372,0.204,2,0,2,329,electronics,netbanking,0
2886.28,16,38.29,0.78,0.569,1,0,4,1162,gaming,netbanking,0
1952.19,3,50.25,0.527,0.135,1,0,6,143,grocery,card,0
858.92,16,106.93,0.174,0.796,0,0,3,906,travel,card,0
930.98,14,23.18,0.396,0.584,2,0,3,217,grocery,netbanking,0
715.11,7,4.77,0.626,0.482,1,0,3,544,travel,netbanking,0
15286.74,1,37.89,0.973,0.055,0,0,1,527,fashion,upi,1
1912.01,16,82.43,0.662,0.5,3,0,2,385,travel,card,0
689.66,19,67.72,0.016,0.564,0,0,2,1700,gaming,netbanking,0
1746.72,17,131.43,0.705,0.266,0,0,4,748,fashion,netbanking,0
399.07,10,235.62,0.251,0.678,0,0,4,309,gaming,netbanking,1
4936.97,15,147.81,0.862,0.077,1,0,4,1976,gaming,netbanking,0
566.19,9,18.49,0.384,0.209,1,0,4,76,gaming,upi,0
1810.01,8,117.0,0.2,0.738,0,0,3,305,travel,netbanking,0
3184.27,7,83.87,0.468,0.147,0,0,4,1708,gaming,upi,0
1611.25,5,54.81,0.255,0.246,1,0,6,907,fashion,upi,0
1205.28,23,23.66,0.236,0.651,2,1,8,756,grocery,netbanking,1
1108.54,15,110.51,0.573,0.729,1,0,3,617,grocery,card,0
1036.45,4,36.85,0.767,0.051,0,0,2,1181,electronics,card,0
616.03,20,0.11,0.835,0.127,0,0,3,724,travel,netbanking,0
699.61,3,96.46,0.398,0.446,2,0,2,176,grocery,card,0
4815.48,14,25.93,0.067,0.593,2,0,8,1928,travel,netbanking,0
983.84,3,148.53,0.484,0.454,1,0,8,1815,fashion,netbanking,1
499.8,8,157.26,0.434,0.647,1,0,5,360,fashion,card,0
654.39,15,10.71,0.197,0.756,1,0,4,1013,gaming,netbanking,0
3295.69,23,129.74,0.896,0.95,1,0,2,912,electronics,upi,0
2155.13,23,34.46,0.974,0.35,0,0,2,188,grocery,upi,1
1920.48,21,26.2,0.052,0.163,0,0,5,803,gaming,netbanking,0
847.66,5,48.34,0.796,0.264,2,0,7,1271,travel,netbanking,1
1945.67,2,21.77,0.646,0.148,1,0,5,217,fashion,netbanking,1
576.19,21,25.55,0.261,0.394,0,0,7,737,travel,netbanking,1
845.89,22,65.84,0.635,0.873,1,0,1,510,travel,netbanking,0
2892.29,6,44.38,0.129,0.347,1,0,4,713,grocery,upi,0
2628.79,0,159.17,0.069,0.149,0,0,3,1263,travel,card,0
410.79,15,80.74,0.993,0.523,1,0,7,822,gaming,card,0
466.13,1,122.45,0.636,0.992,1,0,3,1538,grocery,card,0
1222.56,0,34.2,0.253,0.188,1,0,4,1021,electronics,upi,0
6161.85,22,108.22,0.45,0.778,1,0,6,1386,gaming,card,0
161.49,11,111.22,0.95,0.823,0,0,3,1242,travel,upi,0
1448.57,2,153.7,0.439,0.401,1,0,5,1635,grocery,netbanking,0
276.98,15,29.05,0.9,0.62,1,0,4,301,gaming,card,0
581.53,8,5.64,0.869,0.432,0,0,5,1981,grocery,card,0
761.71,12,57.61,0.344,0.262,1,0,2,1511,electronics,netbanking,0
720.17,21,2.04,0.696,0.426,0,0,5,404,travel,card,0
643.04,5,202.11,0.66,0.095,1,0,9,64,electronics,netbanking,1
1104.57,15,5.56,0.771,0.707,1,0,2,60,travel,upi,0
642.1,19,54.31,0.366,0.829,0,0,2,1401,fashion,netbanking,0
254.05,10,130.34,0.052,0.307,0,0,5,851,travel,netbanking,0
2391.96,23,33.26,0.171,0.566,0,0,1,374,travel,upi,0
2328.25,10,114.41,0.617,0.232,0,0,6,642,fashion,netbanking,0
2548.28,11,89.09,0.775,0.127,0,0,6,899,fashion,card,0
234.92,21,11.82,0.756,0.664,0,0,5,92,fashion,card,0
1478.7,15,91.86,0.584,0.134,0,0,3,1127,travel,upi,0
2155.93,20,43.6,0.085,0.782,0,0,8,82,travel,netbanking,0
391.04,18,31.8,0.017,0.272,0,1,1,1298,electronics,netbanking,0
1106.74,17,86.3,0.782,0.819,0,0,0,131,travel,netbanking,0
976.26,5,167.13,0.549,0.369,0,0,1,1584,grocery,upi,0
6919.86,9,155.73,0.783,0.369,0,0,7,513,grocery,netbanking,0
7513.8,20,113.98,0.163,0.751,0,0,2,1037,gaming,card,0
207.61,14,79.74,0.407,0.51,0,0,5,777,gaming,card,0
13278.84,6,85.57,0.919,0.201,0,0,5,1761,electronics,netbanking,0
439.12,7,92.35,0.172,0.85,1,0,2,1590,travel,upi,0
2923.9,18,55.14,0.062,0.34,0,0,3,1910,gaming,card,1
2894.3,4,85.02,0.653,0.103,1,0,2,1433,travel,netbanking,0
405.17,2,10.4,0.595,0.416,0,0,5,1952,grocery,upi,0
1795.91,18,136.82,0.952,0.574,4,0,7,458,travel,card,1
984.83,6,22.16,0.906,0.61,1,0,4,645,gaming,upi,0
1908.99,18,39.82,0.749,0.836,1,0,5,1620,electronics,card,0
1381.15,12,243.21,0.019,0.541,0,0,2,74,gaming,netbanking,0
3627.65,23,72.7,0.48,0.224,0,0,4,366,fashion,card,0
1182.52,12,15.14,0.896,0.262,1,0,3,1434,grocery,card,0
927.16,20,1.05,0.434,0.101,1,0,5,805,gaming,netbanking,0
3281.53,20,9.85,0.962,0.736,1,0,6,511,fashion,card,0
1959.4,5,13.97,0.652,0.106,1,0,2,613,electronics,netbanking,0
2279.73,23,53.75,0.109,0.606,0,0,4,1537,fashion,netbanking,0
564.2,17,57.86,0.509,0.597,0,0,3,965,gaming,card,0
385.58,2,37.96,0.696,0.786,0,0,6,19,fashion,netbanking,0
621.59,0,43.12,0.065,0.075,0,0,2,1037,gaming,upi,0
589.44,6,220.44,0.345,0.203,1,0,7,1556,gaming,card,0
2407.15,0,86.18,0.717,0.91,2,0,3,341,electronics,netbanking,0
2910.22,8,52.72,0.157,0.572,3,0,4,149,grocery,netbanking,0
939.05,23,25.54,0.348,0.458,2,0,3,1259,gaming,netbanking,0
4586.71,11,13.95,0.69,0.748,0,0,0,1759,gaming,netbanking,0
4309.04,0,13.59,0.776,0.903,1,0,4,150,electronics,upi,0
1398.84,11,82.19,0.519,0.263,1,0,6,1306,travel,card,0
482.08,5,6.75,0.957,0.901,0,0,3,1559,travel,netbanking,0
5299.55,20,74.75,0.925,0.109,1,0,8,331,electronics,netbanking,0
1031.72,2,152.15,0.473,0.978,0,0,0,528,travel,netbanking,1
1244.1,18,32.88,0.16,0.165,2,0,7,1020,travel,card,0
780.86,10,506.56,0.773,0.266,0,0,1,1225,gaming,netbanking,1
450.43,0,32.42,0.243,0.097,2,0,6,1015,electronics,netbanking,0
252.49,16,39.44,0.843,0.804,0,0,4,375,grocery,card,0
2064.96,10,365.97,0.587,0.984,0,0,5,1759,travel,card,0
501.0,18,37.39,0.394,0.297,1,0,4,847,grocery,card,0
23377.55,14,43.7,0.556,0.326,0,0,4,1069,grocery,netbanking,0
370.16,18,117.19,0.533,0.279,1,0,3,1076,fashion,card,0
311.88,11,138.13,0.925,0.155,0,0,8,1105,gaming,netbanking,0
1826.47,0,101.19,0.214,0.787,1,0,1,587,grocery,netbanking,0
5060.97,3,63.36,0.928,0.061,2,0,5,644,electronics,card,0
1169.8,11,17.15,0.031,0.968,2,1,2,286,grocery,netbanking,0
1943.49,9,9.79,0.769,0.927,2,0,3,1459,travel,netbanking,0
173.55,19,2.12,0.92,0.118,1,1,7,634,travel,card,0
556.96,9,72.48,0.394,0.53,2,0,3,110,gaming,card,1
374.8,20,121.14,0.073,0.993,1,0,6,102,gaming,netbanking,0
164.84,4,69.11,0.805,0.853,1,0,3,1936,gaming,card,0
1232.72,9,7.6,0.843,0.715,0,0,3,861,travel,card,1
116.42,18,18.62,0.336,0.022,0,0,4,1216,fashion,netbanking,0
292.31,2,34.59,0.519,0.068,1,0,5,1072,electronics,netbanking,0
640.86,7,9.25,0.809,0.794,0,0,4,1692,grocery,netbanking,0
477.57,18,41.69,0.192,0.376,0,0,7,1776,gaming,card,0
1630.12,14,93.89,0.629,0.668,0,0,3,1564,gaming,netbanking,0
1488.58,18,166.07,0.431,0.739,1,0,3,1964,grocery,upi,0
2680.61,12,189.01,0.174,0.422,0,0,8,444,grocery,netbanking,0
2327.11,20,180.52,0.831,0.143,1,0,1,904,gaming,card,0
3431.71,21,8.11,0.325,0.387,1,0,4,585,travel,card,0
1094.53,23,228.04,0.934,0.871,0,0,4,1667,fashion,upi,0
1485.44,2,87.34,0.569,0.331,1,0,3,563,gaming,upi,0
1828.98,14,273.89,0.515,0.063,1,0,6,1590,travel,upi,0
1263.52,2,7.76,0.423,0.959,0,0,5,458,grocery,netbanking,0
737.16,5,12.86,0.401,0.681,0,0,2,1389,fashion,netbanking,0
786.47,7,343.28,0.818,0.541,1,0,6,41,grocery,netbanking,0
484.17,15,84.24,0.678,0.829,2,0,5,1579,fashion,netbanking,0
1671.73,10,112.27,0.774,0.411,0,0,3,1655,travel,upi,0
998.23,20,135.7,0.421,0.985,0,0,4,1130,travel,netbanking,0
565.0,7,10.11,0.261,0.858,1,1,7,1080,travel,card,1
565.53,14,22.65,0.087,0.281,1,0,4,923,gaming,netbanking,0
326.88,18,0.5,0.777,0.371,0,0,3,1186,electronics,netbanking,0
2918.55,23,340.23,0.415,0.276,0,0,3,1135,gaming,card,0
1186.33,5,43.85,0.509,0.659,0,0,0,988,gaming,card,0
462.76,17,3.72,0.469,0.639,4,0,5,1046,gaming,netbanking,0
2461.55,2,0.81,0.431,0.523,1,0,4,257,gaming,netbanking,0
626.13,13,22.17,0.684,0.966,0,0,6,937,fashion,card,0
268.67,9,19.65,0.609,0.472,0,0,1,877,gaming,card,0
3044.9,23,180.74,0.972,0.784,2,0,6,1791,fashion,upi,1
640.92,18,6.21,0.139,0.658,3,0,4,594,grocery,upi,0
728.58,22,80.55,0.574,0.518,0,0,11,1936,grocery,upi,0
1142.74,20,35.93,0.063,0.042,1,0,6,1785,fashion,card,0
3437.81,9,5.74,0.808,0.657,0,0,2,1568,travel,netbanking,0
1118.83,17,20.66,0.616,0.643,1,0,7,1405,gaming,netbanking,0
330.59,0,169.88,0.428,0.125,0,0,4,640,travel,upi,0
1889.14,13,16.96,0.802,0.796,1,0,2,333,electronics,netbanking,0
675.2,1,49.86,0.455,0.467,1,0,3,1581,gaming,upi,0
7243.96,17,175.25,0.228,0.324,0,0,2,1406,travel,upi,0
1095.41,23,45.39,0.473,0.824,0,0,0,1664,gaming,card,1
117.33,16,379.44,0.071,0.343,0,0,4,1101,grocery,netbanking,0
1567.7,20,88.12,0.898,0.622,0,0,5,1797,grocery,upi,0
7666.36,5,47.7,0.731,0.618,2,0,5,172,grocery,upi,0
5302.43,23,131.79,0.76,0.053,0,0,4,228,gaming,netbanking,0
6842.81,13,50.48,0.874,0.423,1,0,5,148,grocery,card,0
395.54,16,50.21,0.792,0.223,0,0,2,649,fashion,upi,0
2730.26,18,65.46,0.432,0.2,0,1,2,303,fashion,netbanking,0
532.73,15,33.14,0.119,0.655,0,0,5,90,gaming,card,0
1372.36,7,57.36,0.373,0.011,1,0,4,1622,fashion,card,0
307.06,14,114.65,0.934,0.969,1,0,5,320,grocery,netbanking,1
575.68,15,107.99,0.949,0.395,0,0,4,1661,grocery,card,0
557.66,20,3.1,0.768,0.299,1,0,2,1288,grocery,netbanking,0
2693.39,11,44.75,0.204,0.92,3,0,3,1220,travel,netbanking,0
2442.36,12,19.55,0.194,0.487,0,0,3,242,travel,card,0
1446.38,12,20.94,0.88,0.614,0,0,4,41,grocery,card,0
284.17,2,46.15,0.142,0.696,1,0,1,287,grocery,netbanking,1
803.0,2,98.98,0.584,0.871,0,0,3,641,electronics,netbanking,0
520.03,0,22.1,0.378,0.13,0,0,7,1913,travel,card,0
2616.72,15,20.34,0.302,0.082,0,0,3,807,gaming,upi,0
3562.38,10,130.83,0.677,0.994,0,0,6,474,gaming,netbanking,0
3153.87,20,20.31,0.96,0.009,0,0,3,575,travel,card,0
515.32,16,31.3,0.778,0.708,2,0,4,676,electronics,upi,0
70.84,3,25.76,0.486,0.611,0,0,6,1166,fashion,upi,0
187.36,2,14.37,0.441,0.553,0,0,8,1614,gaming,netbanking,0
4544.29,8,121.18,0.908,0.786,0,0,1,133,electronics,card,0
734.17,22,349.11,0.578,0.992,1,0,5,1551,travel,upi,1
517.64,1,9.09,0.497,0.047,2,1,4,49,grocery,netbanking,0
5668.39,4,31.45,0.683,0.615,3,0,6,650,grocery,netbanking,0
3886.09,0,29.57,0.237,0.717,1,1,4,1179,gaming,card,1
1123.77,9,15.43,0.064,0.306,0,0,3,218,electronics,card,0
817.78,23,58.09,0.855,0.893,1,0,4,536,grocery,netbanking,1
960.93,16,180.81,0.607,0.457,0,0,2,1280,electronics,netbanking,0
1376.31,11,4.22,0.165,0.164,0,0,6,1376,electronics,card,0
5431.92,3,159.37,0.298,0.854,0,0,3,174,electronics,upi,1
1673.16,8,31.64,0.99,0.943,0,0,2,1557,fashion,card,0
2266.58,12,179.35,0.634,0.1,0,0,3,822,travel,upi,0
3530.77,6,37.03,0.636,0.752,1,0,3,1226,travel,upi,0
340.47,16,22.91,0.072,0.215,0,0,4,433,gaming,upi,0
2332.89,23,2.7,0.969,0.007,1,0,6,1979,gaming,upi,0
816.83,4,0.34,0.893,0.261,3,0,4,1524,electronics,netbanking,1
88.58,6,103.56,0.548,0.855,2,0,2,1289,gaming,upi,0
130.56,3,187.41,0.309,0.141,0,0,5,379,fashion,netbanking,1
396.19,17,48.9,0.698,0.131,1,0,9,1547,grocery,upi,0
1865.39,11,70.9,0.833,0.739,0,0,3,761,electronics,upi,0
1228.81,6,1.81,0.786,0.406,2,0,7,1285,electronics,card,1
1318.65,5,128.8,0.977,0.148,0,0,3,1303,fashion,card,0
7715.17,1,53.3,0.637,0.23,1,0,7,1612,fashion,upi,0
308.25,11,215.69,0.321,0.795,0,0,6,1673,fashion,upi,0
1066.96,16,77.57,0.498,0.623,1,0,5,787,grocery,netbanking,1
1486.88,5,49.0,0.816,0.761,3,0,0,171,travel,card,0
525.17,0,0.53,0.265,0.098,0,0,5,874,travel,card,0
1128.14,11,155.67,0.231,0.458,1,0,7,806,fashion,netbanking,0
221.42,16,83.38,0.725,0.797,1,0,4,677,electronics,upi,0
4491.34,8,80.16,0.444,0.266,1,0,7,982,grocery,card,0
554.68,6,176.35,0.817,0.169,0,0,4,1157,gaming,card,0
8361.56,3,15.38,0.144,0.382,0,0,8,1250,travel,netbanking,1
1061.59,17,138.89,0.336,0.333,0,0,4,755,gaming,netbanking,0
3065.77,20,7.38,0.268,0.185,0,0,3,1236,travel,upi,1
1039.71,18,4.67,0.698,0.954,0,0,4,1975,electronics,card,0
1063.43,12,187.6,0.759,0.483,3,0,4,1304,travel,upi,0
611.53,17,214.92,0.456,0.608,0,0,7,1209,grocery,card,1
1235.37,9,11.8,0.478,0.121,0,0,4,578,travel,upi,0
1507.18,0,23.71,0.132,0.61,1,0,3,678,gaming,upi,0
500.57,8,34.26,0.702,0.555,1,0,3,112,electronics,netbanking,1
967.73,16,157.06,0.992,0.932,2,0,4,1021,grocery,netbanking,0
595.8,15,143.74,0.778,0.412,2,0,2,158,grocery,upi,0
10934.35,23,29.89,0.223,0.782,3,0,5,1563,grocery,card,0
1002.52,23,118.52,0.623,0.304,0,0,1,1914,electronics,card,0
5142.18,5,2.95,0.295,0.579,1,0,3,1614,electronics,netbanking,0
901.79,0,21.47,0.03,0.927,0,0,4,321,fashion,upi,0
1421.24,6,57.98,0.18,0.625,0,0,6,1277,electronics,upi,0
292.55,21,51.4,0.103,0.711,0,0,1,866,electronics,netbanking,0
701.29,19,43.72,0.196,0.876,1,0,6,14,grocery,netbanking,0
1353.62,2,11.89,0.796,0.925,0,0,7,1435,travel,card,0
5356.17,3,131.56,0.293,0.208,1,0,10,1738,electronics,netbanking,0
1369.2,13,18.95,0.757,0.196,0,0,4,928,fashion,card,0
4375.26,15,126.87,0.949,0.55,0,0,6,1820,grocery,netbanking,1
2081.26,23,108.78,0.574,0.996,1,0,5,120,fashion,upi,1
5582.55,18,39.97,0.485,0.49,1,0,4,1744,gaming,netbanking,0
1033.76,5,57.15,0.75,0.331,1,0,6,1365,fashion,card,0
11970.77,0,48.97,0.097,0.537,1,0,4,1345,electronics,upi,1
674.93,15,380.74,0.428,0.064,0,1,2,1011,fashion,netbanking,1
509.56,13,45.13,0.499,0.177,2,0,2,63,gaming,netbanking,0
327.0,22,186.35,0.831,0.149,1,0,2,909,travel,netbanking,0
11282.69,13,124.89,0.814,0.028,0,0,1,1902,fashion,card,0
2488.53,12,88.17,0.848,0.722,1,0,6,930,gaming,card,1
785.15,7,3.4,0.698,0.325,3,0,3,144,travel,netbanking,0
